Name	Length	EffectiveLength	TPM	NumReads
FBgn0263929	982.365	945.241	32.4233	1179.2
FBgn0036622	451.667	394.687	4.95251	49
FBgn0038437	470	299.413	17.187	43
FBgn0050169	3291	3120.06	4.64115	121
FBgn0039703	976	805.058	0	0
FBgn0037166	1882	1711.06	0.139884	2
FBgn0035817	760	589.139	0	0
FBgn0050382	549.654	446.257	442.25	2725.1
FBgn0086346	2892	2721.06	129.153	2936.58
FBgn0038838	526	355.246	0	0
FBgn0032368	1091	920.058	0	0
FBgn0033017	1241	1070.06	36.3478	325
FBgn0038714	1120	949.058	0.126098	1
FBgn0014143	2347	2176.06	0	0
FBgn0053690	513	342.316	0	0
FBgn0027588	1440.62	1362.18	155.294	3852
FBgn0031344	762	676.53	14.0632	159
FBgn0051823	1403	1232.06	0	0
FBgn0015929	2803	2632.06	55.9713	1231
FBgn0015032	1906	1735.06	0.103293	1.49755
FBgn0027843	915	829.53	37.1491	515
FBgn0035625	2344.37	2278.51	0.0636897	3.1477
FBgn0003044	2056.85	1966.56	38.9222	1211
FBgn0031785	5629	5458.06	0.0219263	1
FBgn0015229	2050	1879.06	22.1637	348
FBgn0037882	1263	1092.06	16.2188	148
FBgn0033650	570	399.246	0	0
FBgn0019972	1927	1756.06	52.4752	770
FBgn0040296	1025.5	854.6	0	0
FBgn0031107	15917	15746.1	14.0454	1848
FBgn0038053	2004	1833.06	33.6228	515
FBgn0013680	1026	855.058	0.839766	6
FBgn0036289	1524	1353.06	3.18411	36
FBgn0003231	1159.27	1073.33	122.688	2188.78
FBgn0010315	771.503	710.818	25.462	426
FBgn0040257	1595	1424.06	0.840378	10
FBgn0053841	493	322.382	0	0
FBgn0039111	466.821	378.129	27.8026	169.232
FBgn0260972	1150.4	1011.39	58.5034	608
FBgn0053282	1583	1412.06	0	0
FBgn0038209	945	774.139	0	0
FBgn0032988	2140	1969.06	48.1967	793
FBgn0266259	772	601.139	0	0
FBgn0033663	1807	1636.06	1001.93	13697.3
FBgn0037228	1301.44	1131.8	859.745	8193
FBgn0039139	1971	1800.06	9.97257	150
FBgn0034921	1086.8	941.069	31.2227	288
FBgn0038481	1012	841.058	0.142291	1
FBgn0050340	1232	1061.06	11.3916	101
FBgn0035845	1399	1228.06	0.292351	3
FBgn0037324	1836	1665.06	0	0
FBgn0085436	3004.62	2948.25	147.664	11031.5
FBgn0053329	1681	1510.06	36.9709	466.499
FBgn0266364	267	96.5897	0	0
FBgn0262569	261	90.6084	0	0
FBgn0067864	1378.22	1306.06	25.4672	658.37
FBgn0262514	672	501.246	0	0
FBgn0039470	2127	1956.06	0	0
FBgn0052115	1560	1389.06	16.9726	197
FBgn0010388	177.5	92.269	9.07913	14
FBgn0053092	572.723	529.99	0.127251	2.25428
FBgn0030054	4043	3872.06	56.4058	1825
FBgn0003189	3609.93	3521.34	53.946	3063
FBgn0002306	6236	6065.06	0.157855	8
FBgn0033075	1016.97	978.621	14.7614	538
FBgn0037128	908	737.139	0	0
FBgn0022981	2527	2356.06	0	0
FBgn0038524	1405.22	1284.51	17.9613	273
FBgn0036505	777.93	684.305	94.2533	984
FBgn0085290	796	625.139	5.01936	26.2194
FBgn0037569	1063	892.058	29.3801	219
FBgn0015949	1397.13	1331.66	74.321	2159
FBgn0031766	906	735.139	0	0
FBgn0003391	6400	6229.06	12.8338	668
FBgn0052442	471.238	384.843	5.34617	34
FBgn0051998	4835.17	4665.5	13.7741	541
FBgn0085318	534	363.298	0	0
FBgn0025644	1046	875.058	0.136762	1
FBgn0000406	780.835	690.355	35.2349	384
FBgn0014391	201.158	115.481	289.951	557
FBgn0004395	532.964	503.237	23.1596	560.001
FBgn0034871	849	678.139	0	0
FBgn0027608	195.787	173.996	0.755003	8.6108
FBgn0037933	1123	952.058	17.9753	143
FBgn0011742	1004.75	929.772	78.4212	1389
FBgn0051301	1520	1349.06	38.0565	429
FBgn0000287	2594.5	2509.03	0.338677	14.201
FBgn0040236	2937	2851.53	41.7798	1991
FBgn0039807	1822	1651.06	0.217451	3
FBgn0028685	1465	1294.06	134.302	1452.23
FBgn0263757	722	551.139	1.20077	5.5299
FBgn0053223	689	518.246	0.468431	2.02852
FBgn0262366	1529	1358.06	0.264366	3
FBgn0017414	1025	854.058	9.10811	65
FBgn0034455	604.957	519.076	38.3402	331
FBgn0039645	4472	4301.06	0.0834735	3
FBgn0030667	3692	3521.06	2.65109	78
FBgn0000928	3502	3331.06	14.6223	407
FBgn0005777	1971.92	1831.83	50.7043	947
FBgn0011293	567	396.246	0	0
FBgn0029751	1157	986.058	0	0
FBgn0031065	3638	3467.06	0.138071	4
FBgn0003978	1310	1139.06	43.1963	411.141
FBgn0260777	1023	852.058	0	0
FBgn0034837	1232	1061.06	0.225576	2
FBgn0038038	1576	1405.06	50.5935	594
FBgn0012036	1900	1729.06	305.233	4410
FBgn0033985	1377	1206.06	0.198456	2
FBgn0259709	1306.79	1174.36	3.0002	38
FBgn0266000	927.252	886.416	80.2758	2489
FBgn0031878	625.86	576.373	77.6531	1291.85
FBgn0035144	2825	2654.06	7.30478	162
FBgn0025582	1520	1349.06	334.88	3775
FBgn0035627	2177	2006.06	7.09914	119
FBgn0036465	940	769.139	0.155596	1
FBgn0013469	1935	1849.53	0.212302	6.5621
FBgn0035619	1749	1578.06	0.22751	3
FBgn0000109	766.395	603.338	19.6865	104
FBgn0004841	2941	2770.06	0	0
FBgn0039311	1358	1187.06	0	0
FBgn0040279	1091	920.058	0	0
FBgn0034863	695	524.246	0	0
FBgn0033755	2647	2476.06	57.1777	1183
FBgn0024992	2993.28	2824.6	53.8902	1289
FBgn0026393	1412	1241.06	4.59214	47.6217
FBgn0066292	1649	1478.06	1.18046	14.5795
FBgn0261049	2055	1884.06	10.5443	166
FBgn0039424	1452	1281.06	0	0
FBgn0029893	1114.17	1072.48	43.9128	1613.35
FBgn0023508	1872.24	1785.41	51.2386	1504.89
FBgn0036962	1947	1776.06	0.0673822	1
FBgn0267893	165	11.6205	0	0
FBgn0265041	504	333.349	0	0
FBgn0037862	2566	2395.06	0.0499674	1
FBgn0039829	1167	996.058	14.4178	120
FBgn0041205	889.144	781.915	121.932	1270
FBgn0041240	1251	1080.06	0	0
FBgn0034471	530.5	359.746	0	0
FBgn0033350	1220	1049.06	38.4444	337
FBgn0050469	1791	1620.06	0	0
FBgn0041336	1463	1292.06	0.370493	4
FBgn0004419	867.628	780.094	69.5241	885
FBgn0026058	1289	1118.06	0	0
FBgn0022382	1078.7	1003.99	29.7494	571
FBgn0038395	616.224	518.299	9.91292	74.9348
FBgn0035328	1431	1260.06	0.0949756	1
FBgn0033206	1782	1611.06	27.467	369.76
FBgn0051347	865	694.139	1.91528	11.109
FBgn0027083	920.663	838.642	10.5446	154.001
FBgn0261276	970.533	918.257	78.6365	1973
FBgn0263971	450	279.413	0	0
FBgn0025832	1378	1207.06	32.0951	323.716
FBgn0034282	1384.21	1264.08	96.5365	1451
FBgn0015838	2328	2214.04	38.7738	1076
FBgn0026399	1404	1233.06	0	0
FBgn0037659	1819.65	1760.82	37.6129	1608
FBgn0037988	1600	1429.06	0.0837438	1
FBgn0025684	1846	1675.06	44.0899	617.116
FBgn0267895	527	356.246	0	0
FBgn0033124	1025	854.058	0.840749	6
FBgn0053527	526	355.246	1.01064	3
FBgn0283479	1785	1614.06	0.14829	2
FBgn0035941	1394	1223.06	1.17419	12
FBgn0011693	228.251	185.535	0.161257	1
FBgn0031590	2229.72	2060.57	97.0138	1688
FBgn0010287	983	812.058	20.4847	139
FBgn0039170	1516	1345.06	1.51255	17
FBgn0031026	711	540.139	0	0
FBgn0031837	1327	1156.06	0	0
FBgn0031835	4518	4347.06	0.0550601	2
FBgn0085638	480.942	367.399	45.9046	212
FBgn0029503	1241	1070.06	28.8546	258
FBgn0085246	738	567.139	0	0
FBgn0033885	735	564.139	0.424274	2
FBgn0052081	1566	1395.06	0	0
FBgn0028436	1330	1159.06	16.004	155
FBgn0053777	519	348.281	0.343615	1
FBgn0029928	712	626.53	1.5281	16
FBgn0015663	1364.55	1247.05	8.57547	130
FBgn0051814	1354.5	1269.03	0.0545716	1.15735
FBgn0005779	1327	1156.06	0	0
FBgn0039155	1993	1822.06	58.4498	889.903
FBgn0039395	1495	1324.06	0	0
FBgn0030542	589	418.246	0	0
FBgn0047351	707	536.276	0	0
FBgn0039779	1683	1512.06	0	0
FBgn0043012	751	580.139	28.6738	139
FBgn0022986	834.758	749.853	16.647	210
FBgn0037576	1194	1023.06	0.116977	1
FBgn0036993	574	488.529	0.367454	3
FBgn0034706	1664	1493.06	1.44277	18
FBgn0263391	250.093	236.687	119.625	3016.61
FBgn0267001	1286.41	1265.24	23.1822	1979
FBgn0264001	442.576	427.606	0.492926	20.1095
FBgn0011834	901	730.139	0	0
FBgn0036601	544	373.246	0.320632	1
FBgn0027554	2173	2002.06	48.3587	809
FBgn0260012	2572.7	2479.42	35.3495	1342
FBgn0053817	493	322.382	0	0
FBgn0004378	3871	3700.06	46.7258	1444.65
FBgn0033997	1681	1510.06	0.0792518	1
FBgn0032156	540.545	509.594	46.2625	1088
FBgn0039684	500	329.349	0	0
FBgn0034047	1137	966.058	0.247759	2
FBgn0030522	923	752.139	33.5728	211
FBgn0037320	948	777.139	0	0
FBgn0036320	1150	979.058	0	0
FBgn0260005	1036.39	989.232	1.93552	58
FBgn0038702	1586	1415.06	0	0
FBgn0002732	676	505.246	0.473729	2
FBgn0034827	2499	2328.06	0.0514054	1
FBgn0038301	2262	2091.06	8.87091	155
FBgn0263092	548	377.246	0	0
FBgn0039929	470.008	405.877	33.638	304.088
FBgn0030999	1615	1444.06	0.248622	3
FBgn0033836	1677	1506.06	69.8112	878.546
FBgn0267967	1943.52	1775.57	0.728446	11
FBgn0264696	193	25.8195	2.09219	0.451385
FBgn0035543	2744	2573.06	0.0465107	1
FBgn0039125	1978	1807.06	48.4348	731.353
FBgn0036135	1039	868.058	47.5082	344.6
FBgn0266534	1065	894.058	0.669278	5
FBgn0052333	4108	3937.06	0	0
FBgn0261844	1012.33	953.53	2.11956	49.0965
FBgn0034684	791.5	706.03	2.45781	29
FBgn0259725	1183.81	1094.44	6.92961	121.215
FBgn0038462	816.871	697.44	36.9126	307.9
FBgn0264395	1224	1053.06	0.22729	2
FBgn0040342	1545	1374.06	0.783863	9
FBgn0026079	2444	2273.06	26.4299	502
FBgn0031261	1532	1361.06	230.967	2626.79
FBgn0260468	767.67	656.548	36.302	306.365
FBgn0052548	1428.5	1257.56	0	0
FBgn0031255	2259	2088.06	1.77673	31
FBgn0050110	2052	1881.06	0	0
FBgn0036922	228.055	168.083	10.2523	41
FBgn0001989	701.577	534.129	148.042	674
FBgn0051021	1496	1325.06	0.0903166	1
FBgn0261627	702	531.246	0	0
FBgn0051626	1363	1192.06	1.60629	16
FBgn0262592	692.5	521.746	0	0
FBgn0030048	558.5	473.029	59.0747	467
FBgn0052829	865	694.139	0.862038	5
FBgn0004875	2482.11	2424.04	36.7385	2190.64
FBgn0266047	297	126.579	0	0
FBgn0051126	589	418.246	19.3339	67.5692
FBgn0053260	902	731.139	1.86064	11.3674
FBgn0029966	2246.5	2075.56	0	0
FBgn0033508	597	426.246	0	0
FBgn0040256	1671	1500.06	5.82395	73
FBgn0083228	1040.25	997.515	0.270603	9.02213
FBgn0005564	2357	2186.06	0.437956	8
FBgn0027490	3251	3080.06	15.0368	387
FBgn0250816	1564.22	1468.52	5.56566	122
FBgn0028949	846.5	675.639	0	0
FBgn0028534	923	752.139	0.159113	1
FBgn0031651	875	704.139	52.8526	310.973
FBgn0035355	641	470.246	25.1001	98.6276
FBgn0000392	2044.5	1957.42	10.6268	341.187
FBgn0038468	1835	1664.06	0.145274	2.02002
FBgn0037719	1251.35	1110.07	32.8799	369
FBgn0086784	1375.2	1289.43	34.2297	735
FBgn0011581	966	795.112	0	0
FBgn0024958	2882	2711.06	32.2687	731
FBgn0262890	1090	919.058	3.38558	26
FBgn0029589	717	546.139	0.219129	1
FBgn0038593	2915	2744.06	16.0929	369
FBgn0032509	837	666.139	92.1627	513
FBgn0026369	4621	4450.06	29.5552	1099
FBgn0035989	645.708	589.393	15.2563	228.071
FBgn0037217	742.534	657.06	3.83561	42.1158
FBgn0260768	499.178	368.617	24.5707	99
FBgn0262815	593	422.246	0	0
FBgn0029763	1644.39	1576.72	24.3272	809.647
FBgn0085420	2367.5	2282.03	0.0524423	2
FBgn0040941	247	161.674	0.37011	1
FBgn0263933	3327	3156.06	42.2039	1113
FBgn0024294	1294	1123.06	0	0
FBgn0001123	569.586	511.042	44.5122	555
FBgn0261064	1846	1675.06	40.7952	571
FBgn0031129	1298.5	1127.56	0	0
FBgn0037151	701	530.246	21.6669	96
FBgn0035956	1945	1774.06	0	0
FBgn0265158	384	213.459	0	0
FBgn0039091	2212	2041.06	0	0
FBgn0053890	595	424.246	0	0
FBgn0011586	692.955	566.423	279.269	1785
FBgn0035547	1063	892.058	0	0
FBgn0034276	2750	2579.06	0	0
FBgn0039342	681	510.246	0	0
FBgn0039086	1753.5	1582.56	0	0
FBgn0015402	1910.57	1823.7	16.7308	501.72
FBgn0003319	3781	3610.06	0.132601	4
FBgn0261840	2524.5	2353.56	0	0
FBgn0052354	3251	3080.06	0.388547	10
FBgn0011747	1541.96	1491.57	55.8201	2360
FBgn0029729	860	689.139	0	0
FBgn0030699	1320.69	1168.76	50.1454	551
FBgn0040253	1584	1413.06	0.169384	2
FBgn0051876	827	656.139	0	0
FBgn0030716	3318.94	3185.23	13.8131	470
FBgn0067622	572.848	479.166	4.72732	34.5241
FBgn0035086	2150	2093.02	0.571781	30
FBgn0037220	1564	1393.06	100.34	1168
FBgn0030786	973	802.139	81.1619	544
FBgn0029863	1282	1111.06	0	0
FBgn0085367	425	254.413	0.470397	1
FBgn0051976	2206	2035.06	0.412198	7.00939
FBgn0032733	896.715	807.35	0.388104	5.00821
FBgn0041235	1194	1023.06	0	0
FBgn0027657	234.854	194.615	47.7857	330.001
FBgn0002865	1319	1148.06	0.104241	1
FBgn0032859	970.5	885.03	177.275	2622
FBgn0085227	532	361.246	0.331283	1
FBgn0003900	1883	1712.06	0.0699011	1
FBgn0038655	1032	861.058	0.138986	1
FBgn0031908	499	413.529	0.144699	1
FBgn0031146	765	594.139	0.673989	3.3461
FBgn0036924	1384	1213.06	0	0
FBgn0261794	967.211	921.61	111.801	3227.4
FBgn0263106	1897.41	1728.37	112.977	1650
FBgn0030460	427.527	366.455	41.5366	356
FBgn0263987	2018.6	1923.75	96.5617	2797.33
FBgn0035482	1034.84	944.575	9.49992	142
FBgn0267363	3125	2954.06	0.040512	1
FBgn0004656	1538.1	1504.13	97.6834	6177.61
FBgn0262656	3627.95	3468.21	61.4928	1906.97
FBgn0039543	704.543	654.467	14.0349	262
FBgn0038074	990	819.058	1.79873	12.3106
FBgn0267449	3394	3223.06	0	0
FBgn0031273	2549	2378.06	0.301947	6
FBgn0039007	981.5	810.6	0	0
FBgn0033732	1904	1733.06	0.0690541	1
FBgn0265052	527.012	463.166	0.386024	4
FBgn0031981	10201	10030.1	6.65784	558
FBgn0259190	1785	1614.06	0	0
FBgn0052391	766	595.139	0	0
FBgn0030349	1217.59	1169.45	42.6765	1481
FBgn0037911	1969	1798.06	7.65414	115
FBgn0036742	848	762.53	1.09861	14
FBgn0032934	2541	2370.06	5.90785	117
FBgn0029940	980	809.058	0	0
FBgn0263846	3968.93	3879.87	0.0160897	1.00125
FBgn0260440	2087	1916.06	1.68639	27
FBgn0027865	1162.51	1090.55	9.10035	197
FBgn0085327	548	377.246	0	0
FBgn0013269	1299	1128.06	207.935	1960
FBgn0261061	168	12.3566	0	0
FBgn0066293	674	503.246	0	0
FBgn0014469	891.5	806.03	48.4756	652.982
FBgn0002924	1189.64	1103.08	190.888	3474.93
FBgn0025680	1896	1725.06	0	0
FBgn0267376	379.95	317.484	27.2788	198.037
FBgn0038704	829.293	771.672	18.4539	353
FBgn0261929	4787	4616.06	0	0
FBgn0034854	5084	4913.06	39.3437	1615.19
FBgn0051093	585	414.246	0	0
FBgn0085512	420	249.413	0.959653	2
FBgn0038947	768.184	681.135	121.772	1361
FBgn0030993	1238	1067.06	382.669	3412
FBgn0042134	1965.76	1879.97	100.183	3136.1
FBgn0031134	1409	1238.06	0	0
FBgn0263289	728.97	711.67	57.9432	3404.74
FBgn0039559	4589	4418.06	41.195	1520.8
FBgn0261683	2650	2479.06	0.0241371	0.5
FBgn0053093	1055	884.058	0	0
FBgn0030674	3373.67	3338.15	46.5216	6243
FBgn0039928	1399.71	1335.6	20.5025	610.151
FBgn0038181	1003.5	960.765	0.062281	2
FBgn0039846	1761.27	1647.99	21.9855	456.842
FBgn0039051	1313	1142.06	1.8862	18
FBgn0053844	493	322.382	0	0
FBgn0001139	414.231	390.716	130.695	3101.78
FBgn0037015	1622	1451.06	0.247422	3
FBgn0030724	931.875	809.341	28.4068	268
FBgn0037347	526.667	469.687	16.7317	197
FBgn0031777	423.083	330.503	14.1535	72.1376
FBgn0052537	1533.92	1403.58	15.1974	233.751
FBgn0260007	590	419.246	0	0
FBgn0034994	2151	1980.06	0.18132	3
FBgn0040752	2497.4	2445.61	60.5244	4081.98
FBgn0030276	960.155	897.677	69.8578	1433.67
FBgn0261446	1034.98	916.687	4.24632	47
FBgn0002533	733.5	562.692	0	0
FBgn0021776	2893	2722.06	0.351718	8
FBgn0038391	2345.02	2212.54	13.2171	315.306
FBgn0263968	6795.95	6683.38	26.4744	2245
FBgn0261848	800.5	629.639	0	0
FBgn0034317	867	696.139	0	0
FBgn0000239	2894.11	2724.49	76.7577	1761
FBgn0037127	708.5	537.693	0	0
FBgn0035849	2119	1948.06	21.6244	352
FBgn0067311	695	524.246	0	0
FBgn0036821	1241.05	1170.07	19.3658	456
FBgn0031444	1147	976.058	0	0
FBgn0030737	1445	1274.06	8.26601	88
FBgn0036994	1004.71	900.085	12.6951	156
FBgn0037772	2299	2128.06	0.0568619	1.01112
FBgn0050196	496	325.349	2.57484	7
FBgn0040967	514	343.316	0.69717	2
FBgn0004897	1097.5	1012.03	0.0591261	1
FBgn0031103	759	588.139	0	0
FBgn0036311	1400.15	1312.09	0.14095	3
FBgn0031189	1210	1039.06	12.4589	108.173
FBgn0086443	1912.78	1749.29	229.76	3511.36
FBgn0038349	2109.85	2023.4	53.0913	1774.99
FBgn0026141	655.667	484.913	0	0
FBgn0030795	2190	2019.06	6.34216	107
FBgn0053880	595	424.246	0.386006	1.36839
FBgn0001256	615	529.53	0.113001	1
FBgn0015905	2745	2574.06	23.1068	497
FBgn0029874	1709	1538.06	21.8204	280.436
FBgn0013301	679	508.246	0	0
FBgn0035251	1257	1086.06	109.015	989.316
FBgn0261631	451	280.413	0	0
FBgn0034491	1694.91	1612.82	32.1052	901
FBgn0038197	977.715	932.081	10.9355	319.039
FBgn0039597	1177.5	1006.56	0	0
FBgn0262114	1028.38	982.199	70.9099	2154
FBgn0033901	699.941	611.49	60.9633	602
FBgn0051907	1522	1351.06	0	0
FBgn0030572	641	470.246	64.5548	253.66
FBgn0041241	1381	1210.06	1.2857	13
FBgn0035674	1638	1467.06	17.2123	211
FBgn0053198	275.704	189.932	29.2559	92.4349
FBgn0039440	908	737.139	0	0
FBgn0021796	4732.46	4631.15	25.2092	1646
FBgn0034670	395	309.57	0.193292	1
FBgn0037291	2000	1829.06	0.0654297	1
FBgn0010408	520.875	398.237	4563.58	21154.9
FBgn0038653	4858.5	4773.03	0.125488	10.0097
FBgn0000084	825.589	712.283	251.601	2259.17
FBgn0025683	1279.04	1200.77	157.624	3454
FBgn0053723	543	372.246	0	0
FBgn0030994	816	645.139	8.34761	45
FBgn0259231	3192	3021.06	0	0
FBgn0020412	4168.13	4033.7	26.6201	1141
FBgn0029114	7214	7043.06	16.0233	943
FBgn0039274	1012	841.058	19.4938	137
FBgn0034592	732	561.139	0	0
FBgn0031484	610.5	525.03	41.8269	367
FBgn0034049	1311.61	1260.86	74.1719	2632
FBgn0039306	1751	1580.06	26.2063	346
FBgn0023083	1350.19	1280.55	42.4348	1114.54
FBgn0011822	1310	1139.06	0	0
FBgn0051926	1343	1172.06	0.102106	1
FBgn0015031	225.243	131.345	410.806	819
FBgn0262516	3070	2899.06	13.024	315.5
FBgn0053516	1836.11	1726.18	24.4796	549.071
FBgn0039736	1992	1821.06	1.38006	21
FBgn0040352	915	744.139	0	0
FBgn0028689	1518.81	1375.1	118.673	1622
FBgn0004172	358	187.52	0	0
FBgn0042119	489.5	318.829	0	0
FBgn0266672	3363	3192.06	39.8147	1061.97
FBgn0036738	416.5	331.069	0.18074	1
FBgn0002921	913.961	871.921	314.83	9326.86
FBgn0036557	1277	1106.06	37.3288	345
FBgn0030704	959	788.139	19.588	129
FBgn0034162	713	542.139	2.86969	13
FBgn0264486	422.5	337.07	0.177522	1
FBgn0039348	1071.88	987.577	34.5444	578
FBgn0000014	3935	3764.06	0.0637885	2.0063
FBgn0053766	537	366.246	0	0
FBgn0050054	1060.79	890.044	0.14588	1.08618
FBgn0035210	840	669.139	39.5256	221
FBgn0037109	2035.59	1962.29	19.6374	750.961
FBgn0033916	3423	3252.06	17.2959	470
FBgn0260461	1466	1295.06	0.279995	3.02996
FBgn0027497	3777	3606.06	53.6199	1615.68
FBgn0031331	1037	866.1	0	0
FBgn0038645	953	782.139	0.612039	4
FBgn0038139	2764.5	2593.56	0	0
FBgn0040719	522.5	351.814	0	0
FBgn0010551	274.625	239.279	232.688	2250
FBgn0010235	1625.45	1474.99	147.328	2062.88
FBgn0267870	719	548.139	0	0
FBgn0034406	1576	1405.06	0.766568	9
FBgn0029943	1418	1247.06	20.6326	215
FBgn0037420	679	508.246	0.235466	1
FBgn0085397	4584	4413.06	0.108473	4
FBgn0264606	2463.96	2397.04	0.13682	6.99999
FBgn0003867	1768.33	1597.39	0	0
FBgn0035152	629.84	555.731	15.8715	170
FBgn0034168	1524	1353.06	0	0
FBgn0053680	837	666.139	0	0
FBgn0050339	1023	852.058	43.4002	309
FBgn0032749	1640.5	1555.03	0.1924	5
FBgn0036537	687.16	524.531	67.7511	311.983
FBgn0036198	752	581.139	14.2647	69.2692
FBgn0262004	578	407.246	0	0
FBgn0038034	2039	1868.06	36.4676	569.239
FBgn0040730	624	453.246	0.264039	1
FBgn0038915	646	475.246	0	0
FBgn0025821	887	716.139	0	0
FBgn0263745	2132	1961.06	3.53949	58
FBgn0041097	3706.5	3621.03	0.016525	1
FBgn0036133	1891	1720.06	36.4578	524
FBgn0260971	4917	4746.06	0	0
FBgn0001079	3251	3080.06	11.5646	297.636
FBgn0033569	2481	2310.06	7.8227	151
FBgn0028426	2707	2536.06	19.5836	415
FBgn0036900	1027.33	970.353	14.6341	355.97
FBgn0039531	1096	925.058	16.6887	129
FBgn0037171	3621.67	3450.73	0	0
FBgn0033952	1791	1620.06	0	0
FBgn0031834	909.5	824.03	3.63078	50
FBgn0034988	1530	1359.06	14.0891	160
FBgn0051004	1429.19	1377.56	0.0787163	3
FBgn0033060	1075	904.058	13.1051	99
FBgn0032642	280.593	193.978	69.4739	222
FBgn0033257	1978	1807.06	0.821602	12.406
FBgn0016047	5008	4837.06	0	0
FBgn0002783	2188.86	2094.02	85.0447	2682
FBgn0263232	3683.15	3588.55	4.11265	222.85
FBgn0033981	1631	1460.06	0.201053	2.45289
FBgn0052249	951	780.139	0	0
FBgn0033899	1475	1304.06	28.8775	314.669
FBgn0051778	459	373.57	1.4416	9
FBgn0033468	1128	957.058	47.3918	379
FBgn0037232	2511.3	2342.49	9.28357	184.002
FBgn0053333	576	405.246	0.295314	1
FBgn0032677	2465	2294.06	0	0
FBgn0035359	552.948	466.11	6.47447	49.6396
FBgn0032264	575.711	514.543	71.659	861
FBgn0264343	854	683.139	1.40147	8
FBgn0029827	1158	987.058	0.121244	1
FBgn0026403	2306	2220.53	0.0538947	2
FBgn0040628	1026.99	856.053	0.139797	1
FBgn0041180	2380.01	2293.41	186.004	7036
FBgn0032495	1574	1403.06	0.0852956	1
FBgn0267901	454	283.413	0	0
FBgn0031436	328.772	237.984	143.577	537
FBgn0052036	709	538.193	3.33546	15
FBgn0260750	1300	1129.06	12.1894	115
FBgn0037536	516.34	489.904	26.483	701
FBgn0038993	1183	1012.06	0.354747	3
FBgn0032049	1307.5	1136.56	0	0
FBgn0035620	1796	1625.06	0.0736434	1
FBgn0037354	1014	843.058	48.3325	340.482
FBgn0040007	202.25	116.784	773.815	1507
FBgn0040368	1638	1467.06	0	0
FBgn0029643	1570	1399.06	0.342158	4
FBgn0015240	2834	2663.06	18.4987	411.641
FBgn0262583	989	818.058	0.146344	1.00036
FBgn0035049	376.618	353.677	66.7522	1469.93
FBgn0259937	1335.28	1208.47	196.602	2676
FBgn0032249	2896	2725.06	2.6789	61
FBgn0001187	1493	1322.06	0.452608	5
FBgn0053532	319	233.623	1.02451	4
FBgn0037443	1540.2	1455.17	46.7317	1142.3
FBgn0040900	561	390.246	1.83999	6
FBgn0043799	849.517	764.045	3.99423	51
FBgn0031791	857	686.139	0.174418	1
FBgn0035076	2116	1945.06	1.23055	20
FBgn0036689	2123	1952.06	4.4141	72
FBgn0039187	2036.49	1951.02	24.9651	813.999
FBgn0032886	1454.37	1298.08	106.713	1266
FBgn0029525	4342	4171.06	7.0823	246.841
FBgn0260234	989	818.099	0	0
FBgn0050065	673	502.246	0.238279	1
FBgn0028561	1584	1413.06	0.254076	3
FBgn0030722	997	826.058	2.02824	14
FBgn0017457	1251.49	1082.43	59.0618	540.12
FBgn0037017	1022	851.058	2.53114	18
FBgn0029532	1565	1394.06	0.0858463	1
FBgn0259216	1603.86	1536.09	0.123559	4
FBgn0029726	531.5	360.746	0	0
FBgn0053309	1779	1608.06	0	0
FBgn0260762	645	474.288	0	0
FBgn0034401	3403	3232.06	63.6131	1718
FBgn0267888	690	519.246	0	0
FBgn0050423	655	484.246	178.432	722
FBgn0000241	2498	2327.06	0.310856	6.04454
FBgn0050192	373	202.48	0	0
FBgn0038396	973	802.139	27.7502	186
FBgn0053124	2094	1923.06	1.68025	27
FBgn0028744	2514	2343.06	43.2106	846
FBgn0262871	2358	2244.04	16.2123	456
FBgn0000045	771.5	686.03	1.80128	20.6515
FBgn0030600	8426.06	8339.96	13.9232	1926
FBgn0003330	1542	1371.06	42.3533	485.222
FBgn0011836	3371.51	3222.78	14.0585	435.128
FBgn0262140	403	232.437	0	0
FBgn0265188	468	297.413	0	0
FBgn0050359	1029.62	943.518	2.04438	32
FBgn0028738	755	584.139	12.4973	61
FBgn0032822	538	367.246	15.9677	49
FBgn0035254	610.609	520.521	16.5998	137
FBgn0040972	409	238.437	0	0
FBgn0035336	2708	2537.06	13.1606	279
FBgn0036024	901	730.139	0.163907	1
FBgn0028886	1437.74	1327.01	4.79018	82
FBgn0037156	874	703.139	25.9435	152.429
FBgn0033187	2909	2738.06	21.0947	482.629
FBgn0032620	1562	1391.06	15.0555	175
FBgn0067861	1024.5	939.03	0.464876	7.29531
FBgn0032638	1587	1416.06	9.54992	113
FBgn0031443	1202	1031.1	0	0
FBgn0011020	2802	2631.06	10.2797	226
FBgn0052988	829	658.139	0	0
FBgn0000289	776.131	743.324	76.6721	2481.33
FBgn0038012	1690	1519.06	0	0
FBgn0278604	3190	3019.06	24.9334	629
FBgn0052406	2919	2748.06	0.0435488	1
FBgn0261934	2358.89	2311.92	33.8407	2379
FBgn0019940	1407	1236.06	0	0
FBgn0034411	1589	1418.06	8.43934	100
FBgn0030669	869.992	706.811	27.6512	171
FBgn0053513	884.163	848.821	1.66153	57
FBgn0010482	1716.5	1631.03	0.0733738	2
FBgn0011668	325	154.538	0	0
FBgn0052675	1488.48	1372.94	118.361	2009
FBgn0265046	491	320.382	0	0
